avg_true_diff,true_to_false_diff,first_false_score,last_true_score,ratio
0.14047765731811523,0.1707276701927185,0.6887946128845215,0.85952228307724,1.2153368261694553
0.012248396873474121,0.004055380821228027,0.9714478254318237,0.9755032062530518,0.33109482515304584
0.01916027069091797,0.039025187492370605,0.922654390335083,0.9616795778274536,2.036776417301279
0.004179775714874268,0.020137667655944824,0.9756825566291809,0.9958202242851257,4.817882352941177
0.0060613155364990234,0.03603947162628174,0.9578993320465088,0.9939388036727905,5.945816780081029
0.0025090575218200684,0.009154915809631348,0.9883359670639038,0.9974908828735352,3.6487468820525004
0.028801918029785156,0.017219603061676025,0.9539785981178284,0.9711982011795044,0.5978630674480977
0.026549100875854492,0.022263169288635254,0.9511876702308655,0.9734508395195007,0.8385658479637197
0.01099616289138794,0.02368927001953125,0.9653146862983704,0.9890039563179016,2.154321489551996
0.01239687204360962,0.0021110177040100098,0.9854921102523804,0.9876031279563904,0.17028631872490804
0.00878995656967163,0.012115120887756348,0.9790948629379272,0.9912099838256836,1.3782913250740823
0.029859304428100586,0.004997313022613525,0.9651433229446411,0.9701406359672546,0.1673620038486414
0.021113812923431396,0.0001666545867919922,0.9787194728851318,0.9788861274719238,0.007893154467000348
0.21124911308288574,0.03737741708755493,0.7513735890388489,0.7887510061264038,0.17693526160694234
0.013241827487945557,0.010755181312561035,0.9760029315948486,0.9867581129074097,0.8122127646166519
0.02338963747024536,0.01917332410812378,0.9574369788169861,0.9766103029251099,0.8197358395364068
0.010521769523620605,0.015903770923614502,0.9735745787620544,0.989478349685669,1.5115110521962771
0.016108036041259766,0.04963386058807373,0.9342581033706665,0.9838919639587402,3.081310499985199
0.01245027780532837,0.027650654315948486,0.9598990678787231,0.9875497221946716,2.220886533480786
0.01511693000793457,0.04729616641998291,0.9375869035720825,0.9848830699920654,3.1286885892279788
0.022780418395996094,0.016199707984924316,0.9610198736190796,0.9772195816040039,0.7111242516850169
0.004974067211151123,0.014341175556182861,0.9806846976280212,0.9950258731842041,2.8831889372206443
0.0031158924102783203,0.020595550537109375,0.9762885570526123,0.9968841075897217,6.609840079577626
0.004118084907531738,0.022438108921051025,0.9734437465667725,0.9958818554878235,5.448675640468953
0.041076064109802246,0.006291389465332031,0.9526325464248657,0.9589239358901978,0.15316436960742488
0.047018229961395264,0.013498306274414062,0.9394834637641907,0.9529817700386047,0.2870866531023598
0.03943091630935669,0.02316981554031372,0.9373993873596191,0.9605692028999329,0.5876053033749987
0.01840093731880188,0.037491798400878906,0.9257064461708069,0.9631982445716858,2.037493946711627
0.06205350160598755,0.03530961275100708,0.9026368856430054,0.9379464983940125,0.5690188601314974
0.05772453546524048,0.020895957946777344,0.9213794469833374,0.9422754049301147,0.36199438901262526
0.02073134978612264,0.010758519172668457,0.9270475506782532,0.9378060698509216,0.5189492861612949
0.03314131498336792,0.06612104177474976,0.9007377624511719,0.9668588042259216,1.9951242673361882
0.02037268877029419,0.12530678510665894,0.8543204665184021,0.979627251625061,6.150723967735234
0.02044728398323059,0.013039767742156982,0.9460656046867371,0.959105372428894,0.6377261524245114
0.05658012628555298,0.028505265712738037,0.914914608001709,0.943419873714447,0.5038035010539822
0.01687401533126831,0.02286839485168457,0.9433835744857788,0.9662519693374634,1.355243218803316
0.014945745468139648,0.0011023879051208496,0.9690062403678894,0.9701086282730103,0.07375931213808286
0.058255672454833984,0.0007423162460327148,0.9410021305084229,0.9417444467544556,0.012742385672540947
0.008236527442932129,0.0275232195854187,0.9642403721809387,0.9917635917663574,3.341604793539143
0.011535704135894775,0.017418205738067627,0.9595105051994324,0.9769287109375,1.509938668058304
0.03920704126358032,0.01829683780670166,0.9424960017204285,0.9607928395271301,0.4666722409297871
0.020148634910583496,0.00018280744552612305,0.9796684980392456,0.9798513054847717,0.009072944461865235
0.019322693347930908,0.006761312484741211,0.9739159941673279,0.9806773066520691,0.3499156335503931
0.007630884647369385,0.030579090118408203,0.954159140586853,0.9847382307052612,4.007279828158563
0.03594398498535156,0.013155102729797363,0.9509009122848511,0.9640560150146484,0.36598898912178296
0.020234525203704834,0.04140585660934448,0.9383597373962402,0.9797655940055847,2.0462974145676167
0.010858595371246338,0.03292489051818848,0.9562166333198547,0.9891415238380432,3.0321500518726294
0.02399235963821411,0.0452955961227417,0.9307120442390442,0.9760076403617859,1.8879175206508914
